"show","theater","week_date","this_week_gross","potential_gross","avg_ticket_price","top_ticket_price","seats_sold","seats_in_theater","performances","previews","capacity"
"Dirty Rotten Scoundrels","Imperial Theatre",2005-07-17,851970,946981,75.68,101.25,11258,1435,8,0,98.07
"Doubt","Walter Kerr Theatre",2005-07-17,550109,552398,81.75,89,6729,924,8,0,91.03
"Fiddler on the Roof","Minskoff Theatre",2005-07-17,445062,1071158,55.36,100,8039,1691,8,0,59.42
"Glengarry Glen Ross","Royale Theatre",2005-07-17,435033,673276,65.59,91.25,6633,1078,8,0,76.91
"Hairspray","Neil Simon Theatre",2005-07-17,771378,967679,67.55,240,11419,1428,8,0,99.96
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-07-17,109212,380900,47.77,81.25,2286,586,8,0,48.76
"Mamma Mia!","Broadhurst Theatre",2005-07-17,964664,1033311,80.11,201.25,12042,1498,8,0,100.48
"Movin' Out","Richard Rodgers Theatre",2005-07-17,457856,824208,59.59,240,7684,1322,8,0,72.66
"Primo","Music Box Theatre",2005-07-17,311699,532974,67.72,86.25,4603,1025,7,0,64.15
"Rent","Nederlander Theatre",2005-07-17,382101,528739,53.58,85,7132,1181,8,0,75.49
"Spamalot","Sam S. Shubert Theatre",2005-07-17,994241,910451,84.76,301.25,11730,1441,8,0,101.75
"Steel Magnolias","Lyceum Theatre",2005-07-17,160040,487668,53.76,86.25,2977,922,8,0,40.36
"Sweet Charity","Al Hirschfeld Theatre",2005-07-17,521101,1004724,64.66,100,8059,1422,8,0,70.84
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-07-17,468314,456768,84.15,95,5565,684,8,0,101.7
"The Blonde in the Thunderbird","Brooks Atkinson Theatre",2005-07-17,71173,543004,11.02,90,6460,1043,1,7,77.42
"The Constant Wife","American Airlines Theatre",2005-07-17,295143,370100,55.77,86.25,5292,740,8,0,89.39
"The Light in the Piazza","Vivian Beaumont Theater",2005-07-17,541511,759000,73.76,95,7342,1041,8,0,88.16
"The Lion King","Minskoff Theatre",2005-07-17,1205277,1264960,82.8,100,14557,1801,8,0,101.03
"The Phantom of the Opera","Majestic Theatre",2005-07-17,814857,1002310,63.49,200,12835,1607,8,0,99.84
"The Pillowman","Booth Theatre",2005-07-17,308416,436217,65.11,96.25,4737,788,8,0,75.14
"The Producers","St. James Theatre",2005-07-17,832602,1042163,70.7,240,11777,1706,8,0,86.29
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-07-17,217900,539364,51.1,91.25,4264,1095,7,0,55.63
"Wicked","Gershwin Theatre",2005-07-17,1297582,1155784,89.66,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-07-24,492802,1015477,46.9,100,10508,1706,8,0,76.99
"Avenue Q","John Golden Theatre",2005-07-24,467749,480786,76.92,201.25,6081,796,8,0,95.49
"Beauty and the Beast","Palace Theatre",2005-07-24,716364,845808,63.5,100,11282,1509,8,0,93.46
"Chicago","Ambassador Theatre",2005-07-24,484033,716419,63.98,240,7565,1080,8,0,87.56
"Chitty Chitty Bang Bang","Hilton Theatre",2005-07-24,723666,1224682,71.4,101.25,10136,1807,8,0,70.12
"Dirty Rotten Scoundrels","Imperial Theatre",2005-07-24,843629,946981,75.4,101.25,11189,1435,8,0,97.47
"Doubt","Walter Kerr Theatre",2005-07-24,532594,552398,80.9,89,6583,924,8,0,89.06
"Fiddler on the Roof","Minskoff Theatre",2005-07-24,422627,1071158,53.75,100,7863,1691,8,0,58.12
"Glengarry Glen Ross","Royale Theatre",2005-07-24,419665,673276,65.02,91.25,6454,1078,8,0,74.84
"Hairspray","Neil Simon Theatre",2005-07-24,773383,967679,68.42,240,11304,1428,8,0,98.95
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-07-24,98928,380900,43.5,81.25,2274,586,8,0,48.51
"Mamma Mia!","Broadhurst Theatre",2005-07-24,973281,1033311,80.88,201.25,12034,1498,8,0,100.42
"Movin' Out","Richard Rodgers Theatre",2005-07-24,456405,824208,57.91,240,7881,1322,8,0,74.52
"Primo","Music Box Theatre",2005-07-24,363807,532974,69.95,86.25,5201,1025,7,0,72.49
"Rent","Nederlander Theatre",2005-07-24,424899,528739,55.24,85,7692,1181,8,0,81.41
"Spamalot","Sam S. Shubert Theatre",2005-07-24,997746,910451,85.01,301.25,11737,1441,8,0,101.81
"Steel Magnolias","Lyceum Theatre",2005-07-24,168672,487668,52.38,86.25,3220,922,8,0,43.66
"Sweet Charity","Al Hirschfeld Theatre",2005-07-24,507185,1004724,63.68,100,7964,1422,8,0,70.01
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-07-24,467260,456768,83.07,95,5625,684,8,0,102.8
"The Blonde in the Thunderbird","Brooks Atkinson Theatre",2005-07-24,75860,543004,11.86,90,6398,1043,8,0,76.68
"The Constant Wife","American Airlines Theatre",2005-07-24,275081,370100,55.88,86.25,4923,740,8,0,83.16
"The Light in the Piazza","Vivian Beaumont Theater",2005-07-24,559138,759000,73.44,95,7614,1041,8,0,91.43
"The Lion King","Minskoff Theatre",2005-07-24,1207509,1264960,82.99,100,14550,1801,8,0,100.99
"The Phantom of the Opera","Majestic Theatre",2005-07-24,817182,1002310,63.42,200,12886,1607,8,0,100.23
"The Pillowman","Booth Theatre",2005-07-24,296443,436217,64.78,96.25,4576,788,8,0,72.59
"The Producers","St. James Theatre",2005-07-24,821264,1042163,70.09,240,11718,1706,8,0,85.86
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-07-24,178926,539364,50.83,91.25,3520,1095,7,0,45.92
"Wicked","Gershwin Theatre",2005-07-24,1307492,1155784,90.35,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-07-31,469715,1015477,47.38,100,9913,1706,8,0,72.63
"Avenue Q","John Golden Theatre",2005-07-31,461809,480786,76.51,201.25,6036,796,8,0,94.79
"Chicago","Ambassador Theatre",2005-07-31,512141,716419,65.69,240,7796,1080,8,0,90.23
"Chitty Chitty Bang Bang","Hilton Theatre",2005-07-31,766081,1224682,67.62,101.25,11330,1807,8,0,78.38
"Dirty Rotten Scoundrels","Imperial Theatre",2005-07-31,833031,946981,74.07,101.25,11246,1435,8,0,97.96
"Doubt","Walter Kerr Theatre",2005-07-31,512621,552398,81.28,89,6307,924,8,0,85.32
"Fiddler on the Roof","Minskoff Theatre",2005-07-31,439524,1071158,50.59,100,8688,1691,8,0,64.22
"Glengarry Glen Ross","Royale Theatre",2005-07-31,422701,673276,65.15,91.25,6488,1078,8,0,75.23
"Hairspray","Neil Simon Theatre",2005-07-31,780882,967679,68.45,240,11408,1428,8,0,99.86
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-07-31,93936,380900,43.73,81.25,2148,586,8,0,45.82
"Mamma Mia!","Broadhurst Theatre",2005-07-31,968964,1033311,80.09,201.25,12098,1498,8,0,100.95
"Movin' Out","Richard Rodgers Theatre",2005-07-31,477764,824208,59.06,240,8090,1322,8,0,76.49
"Primo","Music Box Theatre",2005-07-31,422689,532974,71.02,86.25,5952,1025,7,0,82.95
"Rent","Nederlander Theatre",2005-07-31,445088,528739,55.89,85,7963,1181,8,0,84.28
"Spamalot","Sam S. Shubert Theatre",2005-07-31,1001074,910451,85.36,301.25,11727,1441,8,0,101.73
"Steel Magnolias","Lyceum Theatre",2005-07-31,190506,487668,50.63,86.25,3763,922,8,0,51.02
"Sweet Charity","Al Hirschfeld Theatre",2005-07-31,508991,1004724,64.14,100,7936,1422,8,0,69.76
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-07-31,473259,456768,84.08,95,5629,684,8,0,102.87
"The Constant Wife","American Airlines Theatre",2005-07-31,279634,370100,56.06,86.25,4988,740,8,0,84.26
"The Light in the Piazza","Vivian Beaumont Theater",2005-07-31,544879,759000,73.01,95,7463,1041,8,0,89.61
"The Lion King","Minskoff Theatre",2005-07-31,1215288,1264960,83.39,100,14573,1801,8,0,101.15
"The Phantom of the Opera","Majestic Theatre",2005-07-31,812364,1002310,62.97,200,12900,1607,8,0,100.34
"The Pillowman","Booth Theatre",2005-07-31,313330,436217,60.72,96.25,5160,788,8,0,81.85
"The Producers","St. James Theatre",2005-07-31,846405,1042163,69.12,240,12245,1706,8,0,89.72
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-07-31,172622,539364,48.27,91.25,3576,1095,7,0,46.65
"Wicked","Gershwin Theatre",2005-07-31,1311651,1155784,90.63,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-08-07,427033,1015477,50.38,100,8477,1706,8,0,62.11
"Avenue Q","John Golden Theatre",2005-08-07,469495,480786,77.21,201.25,6081,796,8,0,95.49
"Beauty and the Beast","Palace Theatre",2005-08-07,700085,845808,63.47,100,11030,1509,8,0,91.37
"Chicago","Ambassador Theatre",2005-08-07,502379,716419,67.36,240,7458,1080,8,0,86.32
"Chitty Chitty Bang Bang","Hilton Theatre",2005-08-07,716369,1224682,69.24,101.25,10346,1807,8,0,71.57
"Dirty Rotten Scoundrels","Imperial Theatre",2005-08-07,821274,946981,73.94,101.25,11107,1435,8,0,96.75
"Doubt","Walter Kerr Theatre",2005-08-07,508368,552398,80.45,89,6319,924,8,0,85.48
"Fiddler on the Roof","Minskoff Theatre",2005-08-07,456662,1071158,55.73,100,8194,1691,8,0,60.57
"Glengarry Glen Ross","Royale Theatre",2005-08-07,423570,673276,67.76,91.25,6251,1078,8,0,72.48
"Hairspray","Neil Simon Theatre",2005-08-07,760655,967679,68.1,240,11170,1428,8,0,97.78
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-08-07,85531,380900,43.31,81.25,1975,586,8,0,42.13
"Mamma Mia!","Broadhurst Theatre",2005-08-07,978026,1033311,80.82,201.25,12102,1498,8,0,100.98
"Movin' Out","Richard Rodgers Theatre",2005-08-07,460565,824208,59.32,240,7764,1322,8,0,73.41
"Primo","Music Box Theatre",2005-08-07,413944,532974,72.39,86.25,5718,1025,7,0,79.69
"Rent","Nederlander Theatre",2005-08-07,459198,528739,57.31,85,8012,1181,8,0,84.8
"Spamalot","Sam S. Shubert Theatre",2005-08-07,1012947,910451,86.38,301.25,11727,1441,8,0,101.73
"Sweet Charity","Al Hirschfeld Theatre",2005-08-07,486516,1004724,64.47,100,7546,1422,8,0,66.33
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-08-07,475471,456768,84.14,95,5651,684,8,0,103.27
"The Constant Wife","American Airlines Theatre",2005-08-07,290224,370100,56.52,86.25,5135,740,8,0,86.74
"The Light in the Piazza","Vivian Beaumont Theater",2005-08-07,544154,759000,74.77,95,7278,1041,8,0,87.39
"The Lion King","Minskoff Theatre",2005-08-07,1213397,1264960,83.33,100,14562,1801,8,0,101.07
"The Phantom of the Opera","Majestic Theatre",2005-08-07,814275,1002310,63.41,200,12842,1607,8,0,99.89
"The Pillowman","Booth Theatre",2005-08-07,305770,436217,60.18,96.25,5081,788,8,0,80.6
"The Producers","St. James Theatre",2005-08-07,816448,1042163,69.84,240,11690,1706,8,0,85.65
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-08-07,179098,539364,47.71,91.25,3754,1095,7,0,48.98
"Wicked","Gershwin Theatre",2005-08-07,1312297,1155784,90.68,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-08-14,436886,1015477,52.98,100,8246,1706,8,0,60.42
"Avenue Q","John Golden Theatre",2005-08-14,482835,480786,77.45,201.25,6234,796,8,0,97.9
"Beauty and the Beast","Palace Theatre",2005-08-14,700151,845808,64.64,100,10832,1509,8,0,89.73
"Chicago","Ambassador Theatre",2005-08-14,506103,716419,66.86,240,7570,1080,8,0,87.62
"Chitty Chitty Bang Bang","Hilton Theatre",2005-08-14,689645,1224682,70.65,101.25,9761,1807,8,0,67.52
"Dirty Rotten Scoundrels","Imperial Theatre",2005-08-14,636390,946981,70.37,101.25,9043,1435,8,0,78.77
"Doubt","Walter Kerr Theatre",2005-08-14,480857,552398,81.23,89,5920,924,8,0,80.09
"Fiddler on the Roof","Minskoff Theatre",2005-08-14,440248,1071158,55.17,100,7980,1691,8,0,58.99
"Glengarry Glen Ross","Royale Theatre",2005-08-14,436735,673276,67.18,91.25,6501,1078,8,0,75.38
"Hairspray","Neil Simon Theatre",2005-08-14,743542,967679,66.63,240,11160,1428,8,0,97.69
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-08-14,88558,380900,42.45,81.25,2086,586,8,0,44.5
"Lennon","Broadhurst Theatre",2005-08-14,318098,602761,65.76,101.25,4837,1201,1,7,50.34
"Mamma Mia!","Broadhurst Theatre",2005-08-14,969301,1033311,80.95,201.25,11974,1498,8,0,99.92
"Movin' Out","Richard Rodgers Theatre",2005-08-14,483449,824208,58.38,240,8281,1322,8,0,78.3
"Primo","Music Box Theatre",2005-08-14,291594,532974,55.65,86.25,5240,1025,7,0,73.03
"Rent","Nederlander Theatre",2005-08-14,479491,528739,57.64,85,8319,1181,8,0,88.05
"Spamalot","Sam S. Shubert Theatre",2005-08-14,1021106,910451,87.07,301.25,11728,1441,8,0,101.73
"Sweet Charity","Al Hirschfeld Theatre",2005-08-14,491803,1004724,64.33,100,7645,1422,8,0,67.2
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-08-14,476197,456768,84.1,95,5662,684,8,0,103.47
"The Constant Wife","American Airlines Theatre",2005-08-14,285894,370100,53.46,86.25,5348,740,8,0,90.34
"The Light in the Piazza","Vivian Beaumont Theater",2005-08-14,568609,759000,76.26,95,7456,1041,8,0,89.53
"The Lion King","Minskoff Theatre",2005-08-14,1215631,1264960,83.45,100,14568,1801,8,0,101.11
"The Phantom of the Opera","Majestic Theatre",2005-08-14,829956,1002310,64.36,200,12895,1607,8,0,100.3
"The Pillowman","Booth Theatre",2005-08-14,324792,436217,59.37,96.25,5471,788,8,0,86.79
"The Producers","St. James Theatre",2005-08-14,818457,1042163,69.56,240,11767,1706,8,0,86.22
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-08-14,171676,539364,48.59,91.25,3533,1095,7,0,46.09
"Wicked","Gershwin Theatre",2005-08-14,1314515,1155784,90.83,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-08-21,404571,1015477,53.45,100,7569,1706,8,0,55.46
"Avenue Q","John Golden Theatre",2005-08-21,472553,480786,76.42,201.25,6184,796,8,0,97.11
"Beauty and the Beast","Palace Theatre",2005-08-21,649113,845808,63.46,100,10229,1509,8,0,84.73
"Chicago","Ambassador Theatre",2005-08-21,478397,716419,63.8,240,7498,1080,8,0,86.78
"Chitty Chitty Bang Bang","Hilton Theatre",2005-08-21,676364,1224682,70.74,101.25,9561,1807,8,0,66.14
"Dirty Rotten Scoundrels","Imperial Theatre",2005-08-21,594859,946981,69.36,101.25,8577,1435,8,0,74.71
"Doubt","Walter Kerr Theatre",2005-08-21,493306,552398,78.5,89,6284,924,8,0,85.01
"Fiddler on the Roof","Minskoff Theatre",2005-08-21,431877,1071158,54.19,100,7970,1691,8,0,58.91
"Glengarry Glen Ross","Royale Theatre",2005-08-21,435147,673276,67.15,91.25,6480,1078,8,0,75.14
"Hairspray","Neil Simon Theatre",2005-08-21,721822,967679,66.02,240,10933,1428,8,0,95.7
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-08-21,95656,380900,42.9,81.25,2230,586,8,0,47.57
"Lennon","Broadhurst Theatre",2005-08-21,354735,602761,68.85,101.25,5152,1201,8,0,53.62
"Mamma Mia!","Broadhurst Theatre",2005-08-21,966177,1033311,79.71,201.25,12121,1498,8,0,101.14
"Movin' Out","Richard Rodgers Theatre",2005-08-21,445796,824208,58.32,240,7644,1322,8,0,72.28
"Rent","Nederlander Theatre",2005-08-21,470231,528739,57.21,85,8219,1181,8,0,86.99
"Spamalot","Sam S. Shubert Theatre",2005-08-21,1024876,910451,87.3,301.25,11740,1441,8,0,101.84
"Sweet Charity","Al Hirschfeld Theatre",2005-08-21,455472,1004724,63.16,100,7211,1422,8,0,63.39
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-08-21,472235,456768,83.37,95,5664,684,8,0,103.51
"The Constant Wife","American Airlines Theatre",2005-08-21,293729,370100,53.94,86.25,5445,740,8,0,91.98
"The Light in the Piazza","Vivian Beaumont Theater",2005-08-21,528063,759000,75.7,95,6976,1041,8,0,83.77
"The Lion King","Minskoff Theatre",2005-08-21,1209394,1264960,83.17,100,14541,1801,8,0,100.92
"The Phantom of the Opera","Majestic Theatre",2005-08-21,814026,1002310,63.34,200,12852,1607,8,0,99.97
"The Pillowman","Booth Theatre",2005-08-21,320419,436217,58.91,96.25,5439,788,8,0,86.28
"The Producers","St. James Theatre",2005-08-21,782660,1042163,68.98,240,11346,1706,8,0,83.13
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-08-21,179759,539364,45.25,91.25,3973,1095,7,0,51.83
"Wicked","Gershwin Theatre",2005-08-21,1312017,1155784,90.66,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-08-28,342657,1015477,53.25,100,6435,1706,8,0,47.15
"Avenue Q","John Golden Theatre",2005-08-28,438271,480786,71.16,201.25,6159,796,8,0,96.72
"Chitty Chitty Bang Bang","Hilton Theatre",2005-08-28,631541,1224682,68.53,101.25,9215,1807,8,0,63.75
"Dirty Rotten Scoundrels","Imperial Theatre",2005-08-28,730224,946981,70.25,101.25,10395,1435,8,0,90.55
"Doubt","Walter Kerr Theatre",2005-08-28,501705,552398,76.98,89,6517,924,8,0,88.16
"Fiddler on the Roof","Minskoff Theatre",2005-08-28,376605,1071158,54.26,100,6941,1691,8,0,51.31
"Glengarry Glen Ross","Royale Theatre",2005-08-28,508002,673276,67.58,91.25,7517,1078,8,0,87.16
"Hairspray","Neil Simon Theatre",2005-08-28,635256,967679,64.42,240,9861,1428,8,0,86.32
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-08-28,85565,328160,47.96,81.25,1784,586,7,0,43.49
"Lennon","Broadhurst Theatre",2005-08-28,303960,602761,67.53,101.25,4501,1201,8,0,46.85
"Mamma Mia!","Broadhurst Theatre",2005-08-28,901114,1033311,77.62,201.25,11609,1498,8,0,96.87
"Movin' Out","Richard Rodgers Theatre",2005-08-28,412391,824208,56.72,240,7271,1322,8,0,68.75
"Rent","Nederlander Theatre",2005-08-28,420998,528739,57.66,85,7302,1181,8,0,77.29
"Spamalot","Sam S. Shubert Theatre",2005-08-28,1022266,910451,87.14,301.25,11731,1441,8,0,101.76
"Sweet Charity","Al Hirschfeld Theatre",2005-08-28,418146,1004724,62.55,100,6685,1422,8,0,58.76
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-08-28,462941,456768,84.9,95,5453,684,8,0,99.65
"The Light in the Piazza","Vivian Beaumont Theater",2005-08-28,510962,759000,73.8,95,6924,1041,8,0,83.14
"The Lion King","Minskoff Theatre",2005-08-28,1199795,1264960,82.41,100,14559,1801,8,0,101.05
"The Phantom of the Opera","Majestic Theatre",2005-08-28,767082,1002310,60.19,200,12745,1607,8,0,99.14
"The Pillowman","Booth Theatre",2005-08-28,318836,436217,59.43,96.25,5365,788,8,0,85.1
"The Producers","St. James Theatre",2005-08-28,693935,1042163,67.04,240,10351,1706,8,0,75.84
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-08-28,233191,539364,46.8,91.25,4983,1095,7,0,65.01
"Wicked","Gershwin Theatre",2005-08-28,1317421,1155784,91.03,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-09-04,340163,1015477,56.78,100,5991,1706,8,0,43.9
"Avenue Q","John Golden Theatre",2005-09-04,444703,480786,72.07,201.25,6170,796,8,0,96.89
"Beauty and the Beast","Palace Theatre",2005-09-04,533495,845808,60.73,100,8784,1509,8,0,72.76
"Chicago","Ambassador Theatre",2005-09-04,427017,716419,64.01,240,6671,1080,8,0,77.21
"Chitty Chitty Bang Bang","Hilton Theatre",2005-09-04,576521,1224682,62.15,101.25,9277,1807,8,0,64.17
"Dirty Rotten Scoundrels","Imperial Theatre",2005-09-04,742872,946981,73.98,101.25,10042,1435,8,0,87.47
"Doubt","Walter Kerr Theatre",2005-09-04,485260,552398,75.25,89,6449,924,8,0,87.24
"Fiddler on the Roof","Minskoff Theatre",2005-09-04,385845,1071158,57.4,100,6722,1691,8,0,49.69
"Hairspray","Neil Simon Theatre",2005-09-04,634143,967679,64.5,240,9831,1428,8,0,86.06
"Jackie Mason: Freshly Squeezed","Helen Hayes Theatre",2005-09-04,94546,380900,51.47,81.25,1837,586,8,0,39.19
"Lennon","Broadhurst Theatre",2005-09-04,257758,602761,64.28,101.25,4010,1201,8,0,41.74
"Mamma Mia!","Broadhurst Theatre",2005-09-04,909272,1033311,76.06,201.25,11955,1498,8,0,99.76
"Movin' Out","Richard Rodgers Theatre",2005-09-04,394432,824208,52.82,240,7468,1322,8,0,70.61
"Rent","Nederlander Theatre",2005-09-04,387545,528739,56.97,85,6803,1181,8,0,72
"Spamalot","Sam S. Shubert Theatre",2005-09-04,1023080,910451,87.22,301.25,11730,1441,8,0,101.75
"Sweet Charity","Al Hirschfeld Theatre",2005-09-04,480260,1004724,62.84,100,7642,1422,8,0,67.18
"The 25th Annual Putnam County Spelling Bee","Circle in the Square Theatre",2005-09-04,423659,456768,83.91,95,5049,684,8,0,92.27
"The Light in the Piazza","Vivian Beaumont Theater",2005-09-04,496458,759000,75.61,95,6566,1041,8,0,78.84
"The Lion King","Minskoff Theatre",2005-09-04,1173252,1264960,82.27,100,14261,1801,8,0,98.98
"The Phantom of the Opera","Majestic Theatre",2005-09-04,720334,1002310,59.49,200,12109,1607,8,0,94.19
"The Pillowman","Booth Theatre",2005-09-04,356480,436217,61.14,96.25,5831,788,8,0,92.5
"The Producers","St. James Theatre",2005-09-04,753101,1042163,68.73,240,10957,1706,8,0,80.28
"Who's Afraid of Virginia Woolf?","Longacre Theatre",2005-09-04,310906,616416,48.05,91.25,6471,1095,8,0,73.87
"Wicked","Gershwin Theatre",2005-09-04,1320047,1155784,91.21,240,14472,1809,8,0,100
"All Shook Up","Palace Theatre",2005-09-11,244185,1015477,48.73,100,5011,1706,8,0,36.72
"Avenue Q","John Golden Theatre",2005-09-11,362314,480786,71.41,201.25,5074,796,8,0,79.68
"Beauty and the Beast","Palace Theatre",2005-09-11,339102,845808,53.76,100,6308,1509,8,0,52.25
"Chicago","Ambassador Theatre",2005-09-11,355524,716419,61.5,240,5781,1080,8,0,66.91
"Chitty Chitty Bang Bang","Hilton Theatre",2005-09-11,348138,1224682,44.56,101.25,7813,1807,8,0,54.05
"Dirty Rotten Scoundrels","Imperial Theatre",2005-09-11,664739,946981,72.48,101.25,9171,1435,8,0,79.89
"Doubt","Walter Kerr Theatre",2005-09-11,429701,552398,74.01,89,5806,924,8,0,78.54
"Fiddler on the Roof","Minskoff Theatre",2005-09-11,260338,1071158,53.73,100,4845,1691,8,0,35.81
"Hairspray","Neil Simon Theatre",2005-09-11,392249,967679,57.26,240,6850,1428,8,0,59.96
"Lennon","Broadhurst Theatre",2005-09-11,230775,602761,60.91,101.25,3789,1201,8,0,39.44
"Mamma Mia!","Broadhurst Theatre",2005-09-11,826994,1033311,75.09,201.25,11014,1498,8,0,91.91
